station_id,station_name,lat,lon,racks,bikes,timestamp
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,5,1757520448
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,5,1757520510
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,5,1757520571
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,5,1757520633
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,5,1757520694
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757520756
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757520817
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757520879
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757520940
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521002
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521063
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521124
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521186
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521247
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521309
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521370
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521432
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521493
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521555
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521598
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521604
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521665
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521727
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521788
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521850
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521903
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757521965
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522026
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522088
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522149
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522210
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522245
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522248
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,4,1757522264
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522325
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522387
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522448
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522510
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522571
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522620
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522681
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522743
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522805
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522866
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522928
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757522989
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523051
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523112
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523174
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523235
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523297
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523358
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,6,1757523420
189897679,Bielany Wrocławskie Kolejowa P&R,51.03795,16.976374,10,3,1757603859
